City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
144,Saint Anthony,US,2022-05-04 19:44:27,45.0205,-93.218,65.03,42,0,5.75
145,Nisia Floresta,BR,2022-05-04 19:44:28,-6.0911,-35.2086,77.81,85,37,11.01
146,Karratha,AU,2022-05-04 19:44:28,-20.7377,116.8463,78.06,35,0,21.03
147,Trinidad,BO,2022-05-04 19:44:28,-14.8333,-64.9,78.78,44,75,6.91
148,Westport,US,2022-05-04 19:44:29,41.1415,-73.3579,64.89,88,100,5.75
149,Nebolchi,RU,2022-05-04 19:44:29,59.1239,33.3454,28.18,86,5,4.61
150,Sakakah,SA,2022-05-04 19:44:30,29.9697,40.2064,81.97,27,7,12.77
151,Urumqi,CN,2022-05-04 19:44:30,43.801,87.6005,67.15,37,0,0.0
152,Pangnirtung,CA,2022-05-04 19:44:30,66.1451,-65.7125,14.0,79,40,6.91
153,Constantine,DZ,2022-05-04 19:44:31,36.365,6.6147,74.61,28,40,10.36
154,Upernavik,GL,2022-05-04 19:44:31,72.7868,-56.1549,13.62,87,76,7.27
155,Tasiilaq,GL,2022-05-04 19:44:32,65.6145,-37.6368,26.76,73,100,6.31
156,Fenyi,CN,2022-05-04 19:44:32,27.8112,114.6681,62.42,74,62,0.4
157,Coquimbo,CL,2022-05-04 19:44:32,-29.9533,-71.3436,62.33,67,40,5.75
158,Namibe,AO,2022-05-04 19:44:33,-15.1961,12.1522,77.16,71,12,1.57
159,Diplo,PK,2022-05-04 19:44:33,24.4667,69.584,79.97,86,0,16.13
160,Bambous Virieux,MU,2022-05-04 19:44:34,-20.3428,57.7575,79.05,78,75,14.97
161,Paidha,UG,2022-05-04 19:44:34,2.4167,30.9855,62.33,94,100,2.19
162,Kodiak,US,2022-05-04 19:44:34,57.79,-152.4072,44.11,81,100,8.05
163,Half Moon Bay,US,2022-05-04 19:39:46,37.4636,-122.4286,87.55,57,0,6.91
164,Pinega,RU,2022-05-04 19:44:35,64.7001,43.3936,25.66,87,46,7.34
165,Pampierstad,ZA,2022-05-04 19:44:35,-27.7832,24.6877,61.79,41,0,3.06
166,Beloha,MG,2022-05-04 19:44:36,-25.1667,45.05,68.74,84,67,11.05
167,Bilma,NE,2022-05-04 19:44:36,18.6853,12.9164,94.82,12,41,10.27
168,Kigoma,TZ,2022-05-04 19:44:37,-4.8769,29.6267,74.73,74,26,4.32
169,Riyadh,SA,2022-05-04 19:44:37,24.6877,46.7219,91.54,12,17,7.31
170,Beringovskiy,RU,2022-05-04 19:44:37,63.05,179.3167,20.89,85,31,9.28
171,Ahipara,NZ,2022-05-04 19:44:38,-35.1667,173.1667,58.84,88,8,6.06
172,Flin Flon,CA,2022-05-04 19:44:38,54.7682,-101.865,31.84,86,100,8.05
173,Wuning,CN,2022-05-04 19:44:39,29.2589,120.2311,56.66,83,76,3.33
174,Mahebourg,MU,2022-05-04 19:44:39,-20.4081,57.7,79.09,78,75,14.97
175,San Patricio,US,2022-05-04 19:44:39,28.017,-97.5169,87.19,56,21,24.0
176,Gladstone,AU,2022-05-04 19:43:06,-23.85,151.25,66.78,88,30,4.61
177,Vila Franca Do Campo,PT,2022-05-04 19:44:40,37.7167,-25.4333,63.01,75,100,6.62
178,Beloomut,RU,2022-05-04 19:44:40,54.9448,39.3394,35.64,73,1,7.16
179,Georgetown,MY,2022-05-04 19:42:21,5.4112,100.3354,82.33,93,20,0.0
180,East London,ZA,2022-05-04 19:44:41,-33.0153,27.9116,66.24,86,0,4.16
181,Neftegorsk,RU,2022-05-04 19:44:41,52.802,51.166,53.26,55,52,12.66
182,Pihuamo,MX,2022-05-04 19:44:41,19.2499,-103.3828,95.9,15,99,9.08
183,Oistins,BB,2022-05-04 19:45:42,13.0667,-59.5333,86.09,70,40,17.27
184,Hanting,CN,2022-05-04 19:45:42,36.7708,119.2108,68.61,40,76,14.9
185,Emerald,AU,2022-05-04 19:41:34,-23.5333,148.1667,64.54,100,0,1.14
186,Mar Del Plata,AR,2022-05-04 19:45:43,-38.0023,-57.5575,66.87,59,0,21.85
187,Erzin,TR,2022-05-04 19:45:43,36.9559,36.2,61.88,93,56,3.6
188,Yenotayevka,RU,2022-05-04 19:45:43,47.2456,47.0281,59.22,45,12,8.86
189,Iqaluit,CA,2022-05-04 19:45:44,63.7506,-68.5145,13.73,72,20,25.32
190,Yertsevo,RU,2022-05-04 19:45:44,60.7966,40.086,25.54,84,65,3.98
191,Tautira,PF,2022-05-04 19:45:45,-17.7333,-149.15,81.48,78,83,13.58
192,Acari,PE,2022-05-04 19:45:45,-15.4311,-74.6158,76.71,61,21,8.21
193,Aitape,PG,2022-05-04 19:45:45,-3.1374,142.3475,77.72,88,100,4.14
194,Fort Smith,US,2022-05-04 19:45:46,35.3859,-94.3986,68.32,75,20,13.8
195,Togur,RU,2022-05-04 19:45:46,58.3631,82.8265,38.19,62,2,5.26
196,Bushehr,IR,2022-05-04 19:45:47,28.9684,50.8385,80.69,50,0,6.91
197,Tual,ID,2022-05-04 19:45:47,-5.6667,132.75,83.01,76,100,3.69
198,Saldanha,ZA,2022-05-04 19:45:47,-33.0117,17.9442,57.25,92,93,6.62
199,Saskylakh,RU,2022-05-04 19:45:48,71.9167,114.0833,19.94,93,100,5.75
200,Hoa Binh,VN,2022-05-04 19:45:48,20.8133,105.3383,68.31,70,41,2.04
201,Vizinga,RU,2022-05-04 19:45:49,61.0749,50.1031,30.88,84,88,6.33
202,Benjamin Hill,MX,2022-05-04 19:45:49,30.1667,-111.1,83.95,15,0,9.73
203,Villars-Sur-Glane,CH,2022-05-04 19:45:49,46.7905,7.1172,53.58,80,75,1.14
204,Qaanaaq,GL,2022-05-04 19:45:50,77.484,-69.3632,22.23,76,57,0.72
205,Montepuez,MZ,2022-05-04 19:45:50,-13.1256,38.9997,65.05,86,4,4.47
206,Ancud,CL,2022-05-04 19:45:51,-41.8697,-73.8203,54.3,99,100,8.41
207,Baykit,RU,2022-05-04 19:45:51,61.67,96.37,23.56,97,90,1.21
208,Pesochnoye,RU,2022-05-04 19:45:51,58.006,39.1772,29.75,80,14,5.21
209,Jurado,CO,2022-05-04 19:45:52,7.1053,-77.7641,81.57,86,100,7.05
210,Sao Jose Da Coroa Grande,BR,2022-05-04 19:45:52,-8.8978,-35.1478,79.3,83,94,8.81
211,San Cristobal,VE,2022-05-04 19:45:53,7.7669,-72.225,87.98,44,100,6.82
212,Torbay,CA,2022-05-04 19:45:18,47.6666,-52.7314,44.89,84,100,6.91
213,Nanortalik,GL,2022-05-04 19:45:53,60.1432,-45.2371,33.08,78,12,8.66
214,Evreux,FR,2022-05-04 19:45:54,49.0241,1.1508,56.52,67,0,4.61
215,Vao,NC,2022-05-04 19:45:54,-22.6667,167.4833,75.61,76,47,17.25
216,Bastia,FR,2022-05-04 19:45:54,42.6667,9.3333,61.3,79,0,0.0
217,Alot,IN,2022-05-04 19:45:55,23.7667,75.55,86.54,19,0,8.77
218,Esperance,AU,2022-05-04 19:45:55,-33.8667,121.9,55.24,62,96,6.4
219,Tynset,NO,2022-05-04 19:45:56,62.2759,10.7824,38.82,72,100,2.64
220,Port Lincoln,AU,2022-05-04 19:45:56,-34.7333,135.8667,54.41,64,74,18.52
221,Newport,GB,2022-05-04 19:45:57,51.5877,-2.9984,56.53,82,91,7.92
222,Kununurra,AU,2022-05-04 19:45:57,-15.7667,128.7333,75.18,88,75,6.91
223,Keetmanshoop,NA,2022-05-04 19:43:17,-26.5833,18.1333,67.12,30,0,6.91
224,Turukhansk,RU,2022-05-04 19:45:57,65.8167,87.9833,31.6,96,100,24.72
225,Beterou,BJ,2022-05-04 19:45:58,9.1992,2.2586,75.29,85,100,9.04
226,Lompoc,US,2022-05-04 19:45:58,34.6391,-120.4579,83.79,55,0,13.8
227,Ostrovnoy,RU,2022-05-04 19:45:59,68.0531,39.5131,19.22,89,70,14.56
228,Crestview,US,2022-05-04 19:45:15,30.7621,-86.5705,88.92,61,100,16.11
229,Longyearbyen,SJ,2022-05-04 19:46:59,78.2186,15.6401,19.24,63,40,8.05
230,Cerrito,CO,2022-05-04 19:46:59,6.8432,-72.694,65.8,64,99,0.47
231,Amposta,ES,2022-05-04 19:47:00,40.7131,0.581,61.23,76,100,4.25
232,Mount Pleasant,US,2022-05-04 19:47:00,32.7941,-79.8626,87.31,72,0,10.36
233,Along,IN,2022-05-04 19:47:01,28.1667,94.7667,63.45,93,19,0.96
234,Kieta,PG,2022-05-04 19:47:01,-6.2167,155.6333,80.22,79,62,2.19
235,Ermioni,GR,2022-05-04 19:47:02,37.3869,23.2442,60.93,77,84,2.73
236,Chuzhou,CN,2022-05-04 19:47:02,32.3219,118.2978,60.66,66,0,5.08
237,Lethem,GY,2022-05-04 19:47:02,3.3803,-59.7968,84.49,60,100,8.34
238,Roald,NO,2022-05-04 19:47:03,62.5833,6.1333,49.12,66,75,13.8
239,Yaan,NG,2022-05-04 19:43:24,7.3833,8.5667,80.46,64,76,4.63
240,Byron Bay,AU,2022-05-04 19:47:03,-28.65,153.6167,64.94,91,24,6.69
241,Dikson,RU,2022-05-04 19:47:04,73.5069,80.5464,16.14,85,100,24.65
242,Edd,ER,2022-05-04 19:47:04,13.9297,41.6925,89.85,57,0,9.82
243,Wagar,SD,2022-05-04 19:47:05,16.1525,36.2032,97.16,24,0,17.09
244,Ulagan,RU,2022-05-04 19:47:05,50.6321,87.9563,39.07,77,100,2.24
245,Kruisfontein,ZA,2022-05-04 19:47:05,-34.0033,24.7314,59.88,94,100,2.59
246,Kiama,AU,2022-05-04 19:47:06,-34.6833,150.8667,64.0,87,92,1.99
247,Itarema,BR,2022-05-04 19:47:06,-2.9248,-39.9167,78.62,88,42,11.79
248,Bereda,ES,2022-05-04 19:47:07,43.2686,-7.5406,53.42,92,11,5.75
249,Katherine,AU,2022-05-04 19:47:07,-14.4667,132.2667,71.92,73,2,4.61
250,Kavaratti,IN,2022-05-04 19:47:08,10.5669,72.642,85.28,72,97,10.33
251,San Vicente,AR,2022-05-04 19:47:08,-26.6167,-54.1333,56.5,99,100,3.87
252,Wajir,KE,2022-05-04 19:47:08,1.7471,40.0573,77.7,79,55,13.38
253,Korla,CN,2022-05-04 19:47:09,41.7597,86.1469,77.29,20,100,13.69
254,Ponta Delgada,PT,2022-05-04 19:47:09,37.7333,-25.6667,63.32,72,75,10.36
255,Maputo,MZ,2022-05-04 19:47:10,-25.9653,32.5892,71.28,84,40,4.61
256,Nouadhibou,MR,2022-05-04 19:47:10,20.931,-17.0347,67.98,73,1,20.71
257,Berlevag,NO,2022-05-04 19:47:11,70.8578,29.0864,28.35,69,75,19.57
258,Gazanjyk,TM,2022-05-04 19:47:11,39.2446,55.5154,70.23,55,5,2.04
259,Xichang,CN,2022-05-04 19:47:12,27.8964,102.2634,58.44,71,100,1.68
260,Hasaki,JP,2022-05-04 19:47:12,35.7333,140.8333,52.2,82,64,10.69
261,Kismayo,SO,2022-05-04 19:47:12,-0.3582,42.5454,79.27,86,100,12.3
262,Natal,BR,2022-05-04 19:42:38,-5.795,-35.2094,77.65,94,75,5.75
263,Sulangan,PH,2022-05-04 19:47:13,11.1373,123.7228,82.15,78,96,14.2
264,Marzuq,YE,2022-05-04 19:47:13,14.4,46.4667,77.65,30,2,6.24
265,Cabo Rojo,PR,2022-05-04 19:47:14,18.0866,-67.1457,85.24,76,77,5.99
266,Kamaishi,JP,2022-05-04 19:47:14,39.2667,141.8833,48.15,82,37,1.52
267,Pevek,RU,2022-05-04 19:47:15,69.7008,170.3133,12.4,84,98,7.11
268,Chicama,PE,2022-05-04 19:47:15,-7.8447,-79.1469,64.94,60,39,10.04
269,Ushtobe,KZ,2022-05-04 19:47:16,45.2514,77.9838,65.79,47,100,5.59
270,Abha,SA,2022-05-04 19:47:16,18.2164,42.5053,67.82,73,0,9.22
271,Conceicao Do Araguaia,BR,2022-05-04 19:48:16,-8.2578,-49.2647,82.56,82,99,1.39
272,Rocha,UY,2022-05-04 19:44:09,-34.4833,-54.3333,62.13,73,20,6.82
273,Tiznit,MA,2022-05-04 19:48:17,29.5833,-9.5,56.88,77,4,6.4
274,Boende,CD,2022-05-04 19:48:17,-0.2167,20.8667,75.61,85,86,0.63
275,Ukiah,US,2022-05-04 19:45:02,39.1502,-123.2078,85.44,32,0,1.01
276,Tiksi,RU,2022-05-04 19:48:18,71.6872,128.8694,6.26,98,87,3.31
277,Biak,ID,2022-05-04 19:46:14,-0.9131,122.8766,76.98,81,95,2.13
278,Chuy,UY,2022-05-04 19:46:11,-33.6971,-53.4616,63.57,70,38,6.46
279,Zhigansk,RU,2022-05-04 19:48:18,66.7697,123.3711,9.52,97,52,9.33
280,Kozhva,RU,2022-05-04 19:48:19,65.1073,57.0459,25.34,74,85,9.44
281,Zheleznodorozhnyy,RU,2022-05-04 19:48:19,55.7503,38.0042,39.42,68,12,7.45
282,Havelock,US,2022-05-04 19:48:20,34.8791,-76.9013,84.15,77,75,16.11
283,Komsomolskiy,UZ,2022-05-04 19:48:16,40.4272,71.7189,66.92,63,20,6.91
284,Ocara,BR,2022-05-04 19:48:20,-4.4908,-38.5967,78.04,90,60,3.49
285,Teknaf,BD,2022-05-04 19:48:21,20.8624,92.3058,77.63,77,0,2.33
286,Taltal,CL,2022-05-04 19:48:21,-25.4,-70.4833,63.72,76,4,1.97
287,Verkhnevilyuysk,RU,2022-05-04 19:48:22,63.4453,120.3167,28.17,97,99,2.93
288,Pisco,PE,2022-05-04 19:48:22,-13.7,-76.2167,70.02,83,0,9.22
289,Ribeira Grande,PT,2022-05-04 19:48:22,38.5167,-28.7,64.8,82,20,9.22
290,Lincoln,US,2022-05-04 19:47:12,40.8,-96.667,52.14,85,100,6.91
291,Lindi,TZ,2022-05-04 19:48:23,-10.0,39.7167,71.76,96,15,4.7
292,Tutoia,BR,2022-05-04 19:48:23,-2.7619,-42.2744,80.64,87,67,6.11
293,Krasnoselkup,RU,2022-05-04 19:48:24,65.7,82.4667,37.2,87,100,29.35
294,Tibati,CM,2022-05-04 19:48:24,6.4667,12.6333,66.45,96,100,4.74
295,Chatellerault,FR,2022-05-04 19:48:24,46.8,0.5333,57.92,61,49,3.78
